time;Y
00:00,2;0,680535
00:00,2;0,672719
00:00,2;0,66467
00:00,2;0,656414
00:00,2;0,647979
00:00,2;0,639391
00:00,2;0,630678
00:00,2;0,621869
00:00,2;0,612992
00:00,2;0,604075
00:00,2;0,595149
00:00,2;0,586241
00:00,2;0,57738
00:00,2;0,568595
00:00,2;0,559915
00:00,2;0,551368
00:00,2;0,542981
00:00,2;0,534781
00:00,2;0,526795
00:00,2;0,519049
00:00,2;0,511568
00:00,2;0,504376
00:00,2;0,497496
00:00,2;0,490951
00:00,2;0,484761
00:00,2;0,478947
00:00,2;0,473527
00:00,2;0,468518
00:00,2;0,463938
00:00,2;0,4598
00:00,2;0,456117
00:00,2;0,452902
00:00,2;0,450165
00:00,2;0,447914
00:00,2;0,446156
00:00,2;0,444898
00:00,2;0,444142
00:00,2;0,443891
00:00,2;0,444146
00:00,2;0,444905
00:00,2;0,446166
00:00,2;0,447924
00:00,2;0,450174
00:00,2;0,452907
00:00,2;0,456114
00:00,2;0,459785
00:00,2;0,463908
00:00,2;0,468469
00:00,2;0,473452
00:00,2;0,478841
00:00,2;0,484618
00:00,2;0,490764
00:00,2;0,497259
00:00,2;0,504081
00:00,2;0,511207
00:00,2;0,518615
00:00,2;0,526279
00:00,2;0,534175
00:00,2;0,542276
00:00,2;0,550555
00:00,2;0,558985
00:00,2;0,567539
00:00,2;0,576188
00:00,2;0,584903
00:00,2;0,593657
00:00,2;0,602419
00:00,2;0,611161
00:00,2;0,619855
00:00,2;0,628471
00:00,2;0,636981
00:00,2;0,645357
00:00,2;0,653571
00:00,2;0,661596
00:00,2;0,669407
00:00,2;0,676975
00:00,2;0,684278
00:00,2;0,691291
00:00,2;0,697989
00:00,2;0,704352
00:00,2;0,710358
00:00,2;0,715987
00:00,2;0,721221
00:00,2;0,726041
00:00,2;0,730432
00:00,2;0,73438
00:00,2;0,73787
00:00,2;0,740892
00:00,2;0,743434
00:00,2;0,745489
00:00,2;0,747048
00:00,2;0,748108
00:00,2;0,748663
00:00,2;0,748712
00:00,2;0,748255
00:00,2;0,747291
00:00,2;0,745824
00:00,2;0,743859
00:00,2;0,741401
00:00,2;0,738458
00:00,2;0,735039
00:00,2;0,731155
00:00,2;0,726819
00:00,2;0,722043
00:00,2;0,716843
00:00,2;0,711236
00:00,2;0,705239
00:00,2;0,698873
00:00,2;0,692156
00:00,2;0,68511
00:00,2;0,677759
00:00,2;0,670125
00:00,2;0,662233
00:00,2;0,654109
00:00,2;0,645777
00:00,2;0,637267
00:00,2;0,628603
00:00,2;0,619815
00:00,2;0,610931
00:00,2;0,601978
00:00,2;0,592987
00:00,2;0,583985
00:00,2;0,575001
00:00,2;0,566066
00:00,2;0,557206
00:00,2;0,548451
00:00,2;0,539829
00:00,2;0,531367
00:00,2;0,523092
00:00,2;0,515032
00:00,2;0,507211
00:00,2;0,499655
00:00,2;0,492388
00:00,2;0,485434
00:00,2;0,478814
00:00,2;0,47255
00:00,2;0,466661
00:00,2;0,461167
00:00,2;0,456084
00:00,2;0,451429
00:00,2;0,447217
00:00,2;0,44346
00:00,2;0,440171
00:00,2;0,43736
00:00,2;0,435035
00:00,2;0,433203
00:00,2;0,431871
00:00,2;0,431041
00:00,2;0,430717
00:00,2;0,430898
00:00,2;0,431583
00:00,2;0,432771
00:00,2;0,434455
00:00,2;0,436631
00:00,2;0,439291
00:00,2;0,442425
00:00,2;0,446023
00:00,2;0,450073
00:00,2;0,45456
00:00,2;0,45947
00:00,2;0,464786
00:00,2;0,47049
00:00,2;0,476563
00:00,2;0,482985
00:00,2;0,489734
00:00,2;0,496788
00:00,2;0,504123
00:00,2;0,511715
00:00,2;0,519538
00:00,2;0,527566
00:00,2;0,535773
00:00,2;0,544131
00:00,2;0,552613
00:00,2;0,561189
00:00,2;0,569833
00:00,2;0,578514
00:00,2;0,587204
00:00,2;0,595874
00:00,2;0,604496
00:00,2;0,61304
00:00,2;0,621478
00:00,2;0,629783
00:00,2;0,637925
00:00,2;0,645879
00:00,2;0,653618
00:00,2;0,661116
00:00,2;0,668347
00:00,2;0,675288
00:00,2;0,681916
00:00,2;0,688207
00:00,2;0,694142
00:00,2;0,6997
00:00,2;0,704863
00:00,2;0,709612
00:00,2;0,713933
00:00,2;0,71781
00:00,2;0,721229
00:00,2;0,72418
00:00,2;0,726652
00:00,2;0,728637
00:00,2;0,730126
00:00,2;0,731115
00:00,2;0,731601
00:00,2;0,73158
00:00,2;0,731052
00:00,2;0,730018
00:00,2;0,728482
00:00,2;0,726447
00:00,2;0,723919
00:00,2;0,720906
00:00,2;0,717418
00:00,2;0,713464
00:00,2;0,709058
00:00,2;0,704213
00:00,2;0,698944
00:00,2;0,693268
00:00,2;0,687202
00:00,2;0,680766
00:00,2;0,67398
00:00,2;0,666866
00:00,2;0,659446
00:00,2;0,651743
00:00,2;0,643783
00:00,2;0,63559
00:00,2;0,62719
00:00,2;0,618611
00:00,2;0,60988
00:00,2;0,601023
00:00,2;0,592071
00:00,2;0,58305
00:00,2;0,573991
00:00,2;0,564921
00:00,2;0,55587
00:00,2;0,546866
00:00,2;0,537939
00:00,2;0,529116
00:00,2;0,520426
00:00,2;0,511897
00:00,2;0,503555
00:00,2;0,495428
00:00,2;0,48754
00:00,2;0,479917
00:00,2;0,472583
00:00,2;0,465562
00:00,2;0,458875
00:00,2;0,452544
00:00,2;0,446589
00:00,2;0,441028
00:00,2;0,435879
00:00,2;0,431158
00:00,2;0,426879
00:00,2;0,423057
00:00,2;0,419701
00:00,2;0,416824
00:00,2;0,414433
00:00,2;0,412536
00:00,2;0,411138
00:00,2;0,410243
00:00,2;0,409853
00:00,2;0,409968
00:00,2;0,410589
00:00,2;0,411711
00:00,2;0,41333
00:00,2;0,415441
00:00,2;0,418036
00:00,2;0,421105
00:00,2;0,424638
00:00,2;0,428623
00:00,2;0,433046
00:00,2;0,437891
00:00,2;0,443143
00:00,2;0,448782
00:00,2;0,454792
00:00,2;0,461149
00:00,2;0,467835
00:00,2;0,474825
00:00,2;0,482096
00:00,2;0,489624
00:00,2;0,497383
00:00,2;0,505348
00:00,2;0,513491
00:00,2;0,521786
00:00,2;0,530204
00:00,2;0,538718
00:00,2;0,547298
00:00,2;0,555916
00:00,2;0,564544
00:00,2;0,573151
00:00,2;0,58171
00:00,2;0,590192
00:00,2;0,598568
00:00,2;0,60681
00:00,2;0,61489
00:00,2;0,622782
00:00,2;0,630458
00:00,2;0,637894
00:00,2;0,645064
00:00,2;0,651943
00:00,2;0,658509
00:00,2;0,664739
00:00,2;0,670612
00:00,2;0,676109
00:00,2;0,681211
00:00,2;0,685899
00:00,2;0,690158
00:00,2;0,693974
00:00,2;0,697333
00:00,2;0,700223
00:00,2;0,702635
00:00,2;0,704559
00:00,2;0,705988
00:00,2;0,706917
00:00,2;0,707342
00:00,2;0,707261
00:00,2;0,706673
00:00,2;0,705579
00:00,2;0,703983
00:00,2;0,701888
00:00,2;0,699301
00:00,2;0,696229
00:00,2;0,692681
00:00,2;0,688669
00:00,2;0,684204
00:00,2;0,6793
00:00,2;0,673972
00:00,2;0,668237
00:00,2;0,662112
00:00,2;0,655618
00:00,2;0,648773
00:00,2;0,641601
00:00,2;0,634122
00:00,2;0,626362
00:00,2;0,618343
00:00,2;0,610092
00:00,2;0,601635
00:00,2;0,592998
00:00,2;0,584209
00:00,2;0,575295
00:00,2;0,566285
00:00,2;0,557208
00:00,2;0,548091
00:00,2;0,538964
00:00,2;0,529856
00:00,2;0,520796
00:00,2;0,511812
00:00,2;0,502933
00:00,2;0,494187
00:00,2;0,485601
00:00,2;0,477203
00:00,2;0,469019
00:00,2;0,461075
00:00,2;0,453397
00:00,2;0,446008
00:00,2;0,438931
00:00,2;0,432189
00:00,2;0,425802
00:00,2;0,419792
00:00,2;0,414176
00:00,2;0,408971
00:00,2;0,404195
00:00,2;0,399862
00:00,2;0,395984
00:00,2;0,392575
00:00,2;0,389643
00:00,2;0,387198
00:00,2;0,385247
00:00,2;0,383794
00:00,2;0,382845
00:00,2;0,382401
00:00,2;0,382463
00:00,2;0,38303
00:00,2;0,384098
00:00,2;0,385665
00:00,2;0,387722
00:00,2;0,390264
00:00,2;0,39328
00:00,2;0,396761
00:00,2;0,400693
00:00,2;0,405063
00:00,2;0,409856
00:00,2;0,415055
00:00,2;0,420642
00:00,2;0,426599
00:00,2;0,432905
00:00,2;0,439539
00:00,2;0,446477
00:00,2;0,453696
00:00,2;0,461173
00:00,2;0,468881
00:00,2;0,476794
00:00,2;0,484887
00:00,2;0,49313
00:00,2;0,501498
00:00,2;0,50996
00:00,2;0,51849
00:00,2;0,527058
00:00,2;0,535635
00:00,2;0,544192
00:00,2;0,552701
00:00,2;0,561133
00:00,2;0,569459
00:00,2;0,577651
00:00,2;0,585682
00:00,2;0,593524
00:00,2;0,601151
00:00,2;0,608538
00:00,2;0,615658
00:00,2;0,622489
00:00,2;0,629006
00:00,2;0,635187
00:00,2;0,641012
00:00,2;0,64646
00:00,2;0,651513
00:00,2;0,656154
00:00,2;0,660365
00:00,2;0,664133
00:00,2;0,667444
00:00,2;0,670287
00:00,2;0,672651
00:00,2;0,674527
00:00,2;0,675909
00:00,2;0,676791
00:00,2;0,677169
00:00,2;0,677041
00:00,2;0,676406
00:00,2;0,675266
00:00,2;0,673623
00:00,2;0,671482
00:00,2;0,668849
00:00,2;0,665731
00:00,2;0,662137
00:00,2;0,658079
00:00,2;0,653568
00:00,2;0,648618
00:00,2;0,643245
00:00,2;0,637465
00:00,2;0,631295
00:00,2;0,624756
00:00,2;0,617867
00:00,2;0,610649
00:00,2;0,603126
00:00,2;0,595321
00:00,2;0,587258
00:00,2;0,578963
00:00,2;0,570462
00:00,2;0,561781
00:00,2;0,552948
00:00,2;0,543991
00:00,2;0,534937
00:00,2;0,525816
00:00,2;0,516656
00:00,2;0,507487
00:00,2;0,498336
00:00,2;0,489233
00:00,2;0,480206
00:00,2;0,471284
00:00,2;0,462496
00:00,2;0,453868
00:00,2;0,445428
00:00,2;0,437202
00:00,2;0,429216
00:00,2;0,421496
00:00,2;0,414065
00:00,2;0,406947
00:00,2;0,400164
00:00,2;0,393736
00:00,2;0,387684
00:00,2;0,382028
00:00,2;0,376783
00:00,2;0,371966
00:00,2;0,367592
00:00,2;0,363675
00:00,2;0,360225
00:00,2;0,357253
00:00,2;0,354768
00:00,2;0,352777
00:00,2;0,351285
00:00,2;0,350297
00:00,2;0,349813
00:00,2;0,349836
00:00,2;0,350364
00:00,2;0,351394
00:00,2;0,352921
00:00,2;0,35494
00:00,2;0,357443
00:00,2;0,360421
00:00,2;0,363863
00:00,2;0,367758
00:00,2;0,37209
00:00,2;0,376845
00:00,2;0,382007
00:00,2;0,387557
00:00,2;0,393477
00:00,2;0,399745
00:00,2;0,406342
00:00,2;0,413243
00:00,2;0,420426
00:00,2;0,427866
00:00,2;0,435537
00:00,2;0,443415
00:00,2;0,451471
00:00,2;0,459679
00:00,2;0,46801
00:00,2;0,476437
00:00,2;0,484931
00:00,2;0,493464
00:00,2;0,502006
00:00,2;0,510528
00:00,2;0,519002
00:00,2;0,527399
00:00,2;0,53569
00:00,2;0,543848
00:00,2;0,551844
00:00,2;0,559652
00:00,2;0,567246
00:00,2;0,574598
00:00,2;0,581685
00:00,2;0,588482
00:00,2;0,594965
00:00,2;0,601113
00:00,2;0,606905
00:00,2;0,612321
00:00,2;0,617341
00:00,2;0,621948
00:00,2;0,626127
00:00,2;0,629863
00:00,2;0,633142
00:00,2;0,635952
00:00,2;0,638284
00:00,2;0,640129
00:00,2;0,641479
00:00,2;0,642329
00:00,2;0,642676
00:00,2;0,642517
00:00,2;0,641851
00:00,2;0,64068
00:00,2;0,639007
00:00,2;0,636835
00:00,2;0,634171
00:00,2;0,631023
00:00,2;0,627399
00:00,2;0,623311
00:00,2;0,61877
00:00,2;0,613791
00:00,2;0,608388
00:00,2;0,602578
00:00,2;0,59638
00:00,2;0,589811
00:00,2;0,582893
00:00,2;0,575647
00:00,2;0,568095
00:00,2;0,560262
00:00,2;0,552171
00:00,2;0,543847
00:00,2;0,535318
00:00,2;0,52661
00:00,2;0,517749
00:00,2;0,508764
00:00,2;0,499683
00:00,2;0,490535
00:00,2;0,481348
00:00,2;0,472151
00:00,2;0,462974
00:00,2;0,453844
00:00,2;0,444791
00:00,2;0,435843
00:00,2;0,427028
00:00,2;0,418374
00:00,2;0,409908
00:00,2;0,401657
00:00,2;0,393646
00:00,2;0,3859
00:00,2;0,378444
00:00,2;0,371301
00:00,2;0,364493
00:00,2;0,358041
00:00,2;0,351964
00:00,2;0,346283
00:00,2;0,341014
00:00,2;0,336173
00:00,2;0,331775
00:00,2;0,327834
00:00,2;0,324361
00:00,2;0,321365
00:00,2;0,318857
00:00,2;0,316843
00:00,2;0,315328
00:00,2;0,314317
00:00,2;0,313811
00:00,2;0,313811
00:00,2;0,314316
00:00,2;0,315324
00:00,2;0,316829
00:00,2;0,318827
00:00,2;0,321308
00:00,2;0,324264
00:00,2;0,327685
00:00,2;0,331558
00:00,2;0,335869
00:00,2;0,340604
00:00,2;0,345744
00:00,2;0,351274
00:00,2;0,357173
00:00,2;0,363422
00:00,2;0,369998
00:00,2;0,376879
00:00,2;0,384042
00:00,2;0,391463
00:00,2;0,399115
00:00,2;0,406973
00:00,2;0,41501
00:00,2;0,423198
00:00,2;0,431511
00:00,2;0,439919
00:00,2;0,448395
00:00,2;0,456909
00:00,2;0,465433
00:00,2;0,473937
00:00,2;0,482393
00:00,2;0,490772
00:00,2;0,499046
00:00,2;0,507186
00:00,2;0,515165
00:00,2;0,522956
00:00,2;0,530533
00:00,2;0,537868
00:00,2;0,544939
00:00,2;0,551719
00:00,2;0,558186
00:00,2;0,564318
00:00,2;0,570094
00:00,2;0,575494
00:00,2;0,580498
00:00,2;0,58509
00:00,2;0,589254
00:00,2;0,592974
00:00,2;0,596238
00:00,2;0,599034
00:00,2;0,601351
00:00,2;0,603181
00:00,2;0,604517
00:00,2;0,605353
00:00,2;0,605686
00:00,2;0,605513
00:00,2;0,604834
00:00,2;0,603649
00:00,2;0,601962
00:00,2;0,599777
00:00,2;0,597101
00:00,2;0,593939
00:00,2;0,590303
00:00,2;0,586202
00:00,2;0,581649
00:00,2;0,576657
00:00,2;0,571242
00:00,2;0,565421
00:00,2;0,55921
00:00,3;0,55263
00:00,3;0,545701
00:00,3;0,538443
00:00,3;0,530881
00:00,3;0,523036
00:00,3;0,514934
00:00,3;0,506601
00:00,3;0,498061
00:00,3;0,489342
00:00,3;0,480471
00:00,3;0,471476
00:00,3;0,462386
00:00,3;0,453228
00:00,3;0,444032
00:00,3;0,434826
00:00,3;0,425639
00:00,3;0,4165
00:00,3;0,407438
00:00,3;0,398482
00:00,3;0,389658
00:00,3;0,380996
00:00,3;0,372522
00:00,3;0,364263
00:00,3;0,356244
00:00,3;0,348491
00:00,3;0,341027
00:00,3;0,333877
00:00,3;0,327061
00:00,3;0,320602
00:00,3;0,314519
00:00,3;0,308831
00:00,3;0,303555
00:00,3;0,298708
00:00,3;0,294304
00:00,3;0,290357
00:00,3;0,286878
00:00,3;0,283877
00:00,3;0,281363
00:00,3;0,279343
00:00,3;0,277823
00:00,3;0,276807
00:00,3;0,276296
00:00,3;0,276292
00:00,3;0,276793
00:00,3;0,277796
00:00,3;0,279297
00:00,3;0,28129
00:00,3;0,283768
00:00,3;0,28672
00:00,3;0,290138
00:00,3;0,294007
00:00,3;0,298315
00:00,3;0,303046
00:00,3;0,308184
00:00,3;0,313711
00:00,3;0,319608
00:00,3;0,325854
00:00,3;0,332428
00:00,3;0,339307
00:00,3;0,346468
00:00,3;0,353887
00:00,3;0,361537
00:00,3;0,369394
00:00,3;0,37743
00:00,3;0,385617
00:00,3;0,393929
00:00,3;0,402337
00:00,3;0,410812
00:00,3;0,419325
00:00,3;0,427849
00:00,3;0,436353
00:00,3;0,444809
00:00,3;0,453188
00:00,3;0,461463
00:00,3;0,469604
00:00,3;0,477584
00:00,3;0,485375
00:00,3;0,492953
00:00,3;0,50029
00:00,3;0,507361
00:00,3;0,514143
00:00,3;0,520612
00:00,3;0,526746
00:00,3;0,532524
00:00,3;0,537926
00:00,3;0,542933
00:00,3;0,547527
00:00,3;0,551694
00:00,3;0,555417
00:00,3;0,558684
00:00,3;0,561483
00:00,3;0,563803
00:00,3;0,565637
00:00,3;0,566977
00:00,3;0,567817
00:00,3;0,568153
00:00,3;0,567985
00:00,3;0,56731
00:00,3;0,56613
00:00,3;0,564448
00:00,3;0,562268
00:00,3;0,559596
00:00,3;0,55644
00:00,3;0,552809
00:00,3;0,548713
00:00,3;0,544166
00:00,3;0,53918
00:00,3;0,533771
00:00,3;0,527956
00:00,3;0,521752
00:00,3;0,515178
00:00,3;0,508255
00:00,3;0,501005
00:00,3;0,493449
00:00,3;0,485612
00:00,3;0,477517
00:00,3;0,469191
00:00,3;0,460659
00:00,3;0,451948
00:00,3;0,443085
00:00,3;0,434098
00:00,3;0,425016
00:00,3;0,415867
00:00,3;0,406679
00:00,3;0,397482
00:00,3;0,388304
00:00,3;0,379174
00:00,3;0,370122
00:00,3;0,361175
00:00,3;0,352361
00:00,3;0,343709
00:00,3;0,335245
00:00,3;0,326995
00:00,3;0,318987
00:00,3;0,311244
00:00,3;0,303791
00:00,3;0,296651
00:00,3;0,289847
00:00,3;0,283398
00:00,3;0,277327
00:00,3;0,27165
00:00,3;0,266386
00:00,3;0,261551
00:00,3;0,257159
00:00,3;0,253223
00:00,3;0,249756
00:00,3;0,246768
00:00,3;0,244267
00:00,3;0,24226
00:00,3;0,240753
00:00,3;0,239749
00:00,3;0,239252
00:00,3;0,239261
00:00,3;0,239775
00:00,3;0,240792
00:00,3;0,242307
00:00,3;0,244314
00:00,3;0,246806
00:00,3;0,249773
00:00,3;0,253205
00:00,3;0,257089
00:00,3;0,261412
00:00,3;0,266158
00:00,3;0,271311
00:00,3;0,276853
00:00,3;0,282765
00:00,3;0,289027
00:00,3;0,295617
00:00,3;0,302512
00:00,3;0,309689
00:00,3;0,317124
00:00,3;0,324791
00:00,3;0,332664
00:00,3;0,340717
00:00,3;0,348921
00:00,3;0,35725
00:00,3;0,365675
00:00,3;0,374168
00:00,3;0,382699
00:00,3;0,39124
00:00,3;0,399762
00:00,3;0,408236
00:00,3;0,416634
00:00,3;0,424926
00:00,3;0,433086
00:00,3;0,441084
00:00,3;0,448895
00:00,3;0,456492
00:00,3;0,463848
00:00,3;0,470939
00:00,3;0,47774
00:00,3;0,484229
00:00,3;0,490383
00:00,3;0,49618
00:00,3;0,501602
00:00,3;0,50663
00:00,3;0,511245
00:00,3;0,515432
00:00,3;0,519176
00:00,3;0,522463
00:00,3;0,525283
00:00,3;0,527625
00:00,3;0,52948
00:00,3;0,530841
00:00,3;0,531703
00:00,3;0,532062
00:00,3;0,531915
00:00,3;0,531262
00:00,3;0,530105
00:00,3;0,528445
00:00,3;0,526288
00:00,3;0,523639
00:00,3;0,520506
00:00,3;0,516898
00:00,3;0,512826
00:00,3;0,508302
00:00,3;0,50334
00:00,3;0,497955
00:00,3;0,492163
00:00,3;0,485983
00:00,3;0,479434
00:00,3;0,472535
00:00,3;0,465309
00:00,3;0,457778
00:00,3;0,449966
00:00,3;0,441896
00:00,3;0,433595
00:00,3;0,425088
00:00,3;0,416403
00:00,3;0,407566
00:00,3;0,398605
00:00,3;0,389549
00:00,3;0,380425
00:00,3;0,371264
00:00,3;0,362093
00:00,3;0,352942
00:00,3;0,343839
00:00,3;0,334813
00:00,3;0,325893
00:00,3;0,317107
00:00,3;0,308482
00:00,3;0,300045
00:00,3;0,291824
00:00,3;0,283843
00:00,3;0,276128
00:00,3;0,268703
00:00,3;0,261592
00:00,3;0,254816
00:00,3;0,248396
00:00,3;0,242353
00:00,3;0,236706
00:00,3;0,231471
00:00,3;0,226664
00:00,3;0,222302
00:00,3;0,218396
00:00,3;0,214958
00:00,3;0,212
00:00,3;0,209529
00:00,3;0,207552
00:00,3;0,206075
00:00,3;0,205102
00:00,3;0,204635
00:00,3;0,204675
00:00,3;0,20522
00:00,3;0,206268
00:00,3;0,207814
00:00,3;0,209853
00:00,3;0,212376
00:00,3;0,215375
00:00,3;0,218838
00:00,3;0,222754
00:00,3;0,227109
00:00,3;0,231888
00:00,3;0,237073
00:00,3;0,242648
00:00,3;0,248593
00:00,3;0,254887
00:00,3;0,26151
00:00,3;0,268438
00:00,3;0,275649
00:00,3;0,283117
00:00,3;0,290818
00:00,3;0,298725
00:00,3;0,306811
00:00,3;0,31505
00:00,3;0,323413
00:00,3;0,331872
00:00,3;0,340399
00:00,3;0,348965
00:00,3;0,357541
00:00,3;0,366098
00:00,3;0,374607
00:00,3;0,38304
00:00,3;0,391368
00:00,3;0,399563
00:00,3;0,407597
00:00,3;0,415444
00:00,3;0,423076
00:00,3;0,430468
00:00,3;0,437595
00:00,3;0,444433
00:00,3;0,450958
00:00,3;0,457149
00:00,3;0,462983
00:00,3;0,468442
00:00,3;0,473507
00:00,3;0,478159
00:00,3;0,482383
00:00,3;0,486165
00:00,3;0,48949
00:00,3;0,492348
00:00,3;0,494728
00:00,3;0,496621
00:00,3;0,498021
00:00,3;0,498921
00:00,3;0,499318
00:00,3;0,49921
00:00,3;0,498596
00:00,3;0,497478
00:00,3;0,495857
00:00,3;0,493739
00:00,3;0,49113
00:00,3;0,488036
00:00,3;0,484468
00:00,3;0,480436
00:00,3;0,475952
00:00,3;0,47103
00:00,3;0,465685
00:00,3;0,459934
00:00,3;0,453794
00:00,3;0,447286
00:00,3;0,440428
00:00,3;0,433243
00:00,3;0,425753
00:00,3;0,417982
00:00,3;0,409954
00:00,3;0,401694
00:00,3;0,393229
00:00,3;0,384586
00:00,3;0,375791
00:00,3;0,366872
00:00,3;0,357858
00:00,3;0,348777
00:00,3;0,339658
00:00,3;0,33053
00:00,3;0,321421
00:00,3;0,312361
00:00,3;0,303379
00:00,3;0,294502
00:00,3;0,285759
00:00,3;0,277177
00:00,3;0,268785
00:00,3;0,260607
00:00,3;0,25267
00:00,3;0,244999
00:00,3;0,237618
00:00,3;0,230551
00:00,3;0,223819
00:00,3;0,217445
00:00,3;0,211446
00:00,3;0,205843
00:00,3;0,200654
00:00,3;0,195892
00:00,3;0,191575
00:00,3;0,187715
00:00,3;0,184323
00:00,3;0,18141
00:00,3;0,178984
00:00,3;0,177053
00:00,3;0,175623
00:00,3;0,174696
00:00,3;0,174275
00:00,3;0,174362
00:00,3;0,174953
00:00,3;0,176048
00:00,3;0,177641
00:00,3;0,179727
00:00,3;0,182297
00:00,3;0,185343
00:00,3;0,188854
00:00,3;0,192817
00:00,3;0,19722
00:00,3;0,202046
00:00,3;0,20728
00:00,3;0,212903
00:00,3;0,218895
00:00,3;0,225238
00:00,3;0,23191
00:00,3;0,238887
00:00,3;0,246146
00:00,3;0,253663
00:00,3;0,261412
00:00,3;0,269368
00:00,3;0,277504
00:00,3;0,285792
00:00,3;0,294205
00:00,3;0,302713
00:00,3;0,31129
00:00,3;0,319906
00:00,3;0,328532
00:00,3;0,337139
00:00,3;0,345698
00:00,3;0,354181
00:00,3;0,36256
00:00,3;0,370805
00:00,3;0,37889
00:00,3;0,386788
00:00,3;0,394471
00:00,3;0,401915
00:00,3;0,409093
00:00,3;0,415982
00:00,3;0,422559
00:00,3;0,428801
00:00,3;0,434687
00:00,3;0,440198
00:00,3;0,445315
00:00,3;0,450019
00:00,3;0,454296
00:00,3;0,458129
00:00,3;0,461508
00:00,3;0,464418
00:00,3;0,466851
00:00,3;0,468797
00:00,3;0,470249
00:00,3;0,471202
00:00,3;0,471653
00:00,3;0,471598
00:00,3;0,471038
00:00,3;0,469973
00:00,3;0,468406
00:00,3;0,466342
00:00,3;0,463786
00:00,3;0,460747
00:00,3;0,457232
00:00,3;0,453255
00:00,3;0,448825
00:00,3;0,443958
00:00,3;0,438667
00:00,3;0,432971
00:00,3;0,426887
00:00,3;0,420433
00:00,3;0,413631
00:00,3;0,406501
00:00,3;0,399066
00:00,3;0,391351
00:00,3;0,383378
00:00,3;0,375174
00:00,3;0,366765
00:00,3;0,358177
00:00,3;0,349438
00:00,3;0,340576
00:00,3;0,331618
00:00,3;0,322593
00:00,3;0,313531
00:00,3;0,304459
00:00,3;0,295408
00:00,3;0,286405
00:00,3;0,277479
00:00,3;0,26866
00:00,3;0,259974
00:00,3;0,251449
00:00,3;0,243114
00:00,3;0,234994
00:00,3;0,227115
00:00,3;0,219501
00:00,3;0,212179
00:00,3;0,205169
00:00,3;0,198496
00:00,3;0,192179
00:00,3;0,186239
00:00,3;0,180695
00:00,3;0,175563
00:00,3;0,170861
00:00,3;0,166602
00:00,3;0,162801
00:00,3;0,159468
00:00,3;0,156614
00:00,3;0,154248
00:00,3;0,152376
00:00,3;0,151005
00:00,3;0,150138
00:00,3;0,149777
00:00,3;0,149923
00:00,3;0,150574
00:00,3;0,151729
00:00,3;0,153382
00:00,3;0,155528
00:00,3;0,158159
00:00,3;0,161265
00:00,3;0,164836
00:00,3;0,168861
00:00,3;0,173324
00:00,3;0,178211
00:00,3;0,183505
00:00,3;0,189189
00:00,3;0,195243
00:00,3;0,201647
00:00,3;0,20838
00:00,3;0,215418
00:00,3;0,222739
00:00,3;0,230318
00:00,3;0,238129
00:00,3;0,246147
00:00,3;0,254344
00:00,3;0,262694
00:00,3;0,271169
00:00,3;0,27974
00:00,3;0,288379
00:00,3;0,297057
00:00,3;0,305746
00:00,3;0,314415
00:00,3;0,323038
00:00,3;0,331584
00:00,3;0,340025
00:00,3;0,348334
00:00,3;0,356482
00:00,3;0,364443
00:00,3;0,372189
00:00,3;0,379696
00:00,3;0,386938
00:00,3;0,393891
00:00,3;0,400531
00:00,3;0,406837
00:00,3;0,412788
00:00,3;0,418362
00:00,3;0,423543
00:00,3;0,428312
00:00,3;0,432652
00:00,3;0,436551
00:00,3;0,439993
00:00,3;0,442968
00:00,3;0,445466
00:00,3;0,447476
00:00,3;0,448994
00:00,3;0,450012
00:00,3;0,450527
00:00,3;0,450538
00:00,3;0,450043
00:00,3;0,449043
00:00,3;0,447542
00:00,3;0,445543
00:00,3;0,443053
00:00,3;0,440079
00:00,3;0,436631
00:00,3;0,432719
00:00,3;0,428355
00:00,3;0,423554
00:00,3;0,41833
00:00,3;0,4127
00:00,3;0,406682
00:00,3;0,400295
00:00,3;0,393559
00:00,3;0,386495
00:00,3;0,379128
00:00,3;0,371479
00:00,3;0,363573
00:00,3;0,355436
00:00,3;0,347094
00:00,3;0,338573
00:00,3;0,329901
00:00,3;0,321106
00:00,3;0,312216
00:00,3;0,303259
00:00,3;0,294264
00:00,3;0,28526
00:00,3;0,276276
00:00,3;0,267341
00:00,3;0,258483
00:00,3;0,249731
00:00,3;0,241114
00:00,3;0,232657
00:00,3;0,22439
00:00,3;0,216338
00:00,3;0,208527
00:00,3;0,200983
00:00,3;0,193729
00:00,3;0,186788
00:00,3;0,180183
00:00,3;0,173935
00:00,3;0,168064
00:00,3;0,162589
00:00,3;0,157526
00:00,3;0,152893
00:00,3;0,148704
00:00,3;0,144971
00:00,3;0,141708
00:00,3;0,138923
00:00,3;0,136626
00:00,3;0,134825
00:00,3;0,133523
00:00,3;0,132725
00:00,3;0,132434
00:00,3;0,13265
00:00,3;0,133372
00:00,3;0,134596
00:00,3;0,136319
00:00,3;0,138535
00:00,3;0,141236
00:00,3;0,144413
00:00,3;0,148055
00:00,3;0,152149
00:00,3;0,156683
00:00,3;0,161641
00:00,3;0,167006
00:00,3;0,17276
00:00,3;0,178885
00:00,3;0,18536
00:00,3;0,192164
00:00,3;0,199273
00:00,3;0,206665
00:00,3;0,214315
00:00,3;0,222198
00:00,3;0,230287
00:00,3;0,238556
00:00,3;0,246977
00:00,3;0,255524
